address,Latitude,Longitude,type,count,time
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636
대전광역시 서구 관저동 984,36.3085933652258,127.338841243288,pp마대,2,2024-04-22 03:43:08.214654
대전광역시 서구 관저동 1134,36.2994999165717,127.328726535635,pp마대,7,2024-08-07 03:43:08.215181
대전광역시 대덕구 상서동 415-1,36.4213463075871,127.424203570367,pp마대,8,2024-04-08 03:43:08.215682
대전광역시 서구 관저동 1481,36.2956064718921,127.342205443783,대형폐기물,9,2024-11-15 03:43:08.215682
대전광역시 서구 도안동 1850,36.3102554807081,127.353081308563,대형폐기물,8,2024-07-18 03:43:08.216767
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,대형폐기물,8,2024-07-27 03:43:08.216767
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,대형폐기물,5,2024-11-06 03:43:08.217768
대전광역시 서구 관저동 1604-1,36.295950820538,127.343774087149,pp마대,8,2024-10-28 03:43:08.218380
대전광역시 서구 도안동 906,36.3316999700665,127.341795201489,pp마대,9,2024-11-24 03:43:08.218380
대전광역시 서구 관저동 1597,36.2937457921378,127.342458704199,대형폐기물,6,2024-02-26 03:43:08.218380
대전광역시 서구 관저동 1010,36.3008899464295,127.33613313763,대형폐기물,10,2024-05-04 03:43:08.219440
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,대형폐기물,10,2024-08-19 03:43:08.219440
대전광역시 서구 관저동 1442,36.3010976385779,127.336336321915,pp마대,1,2024-02-17 03:43:08.220431
대전광역시 서구 월평동 186-4,36.3511967553186,127.350969480667,대형폐기물,1,2024-07-12 03:43:08.220431
대전광역시 대덕구 읍내동 454-16,36.3708903770045,127.420652799975,대형폐기물,9,2024-11-23 03:43:08.221374
대전광역시 서구 도안동 911,36.330961012533,127.341791973715,pp마대,3,2024-04-03 03:43:08.222365
대전광역시 서구 도안동 1533,36.3199586832541,127.347668300597,대형폐기물,9,2024-11-13 03:43:08.222365
대전광역시 서구 만년동 404,36.3649953325655,127.368868485761,대형폐기물,1,2024-08-11 03:43:08.223379
대전광역시 대덕구 대화동 397-5,36.3735474568666,127.4012731528,pp마대,9,2024-02-11 03:43:08.223379
대전광역시 대덕구 읍내동 360-3,36.37382881307,127.419810222901,대형폐기물,7,2024-08-31 03:43:08.224411
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-27 03:43:08.214381
