address,Latitude,Longitude,type,count,time,image,score
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636,,0
대전광역시 서구 관저동 984,36.3085933652258,127.338841243288,pp마대,8,2024-08-12 18:06:47.647327,,0.5938183371061767
대전광역시 서구 관저동 1134,36.2994999165717,127.328726535635,대형폐기물,5,2024-02-04 18:06:47.648328,,0.8904294792069513
대전광역시 대덕구 상서동 415-1,36.4213463075871,127.424203570367,pp마대,7,2024-06-06 18:06:47.648328,,0.5417704444860326
대전광역시 서구 관저동 1481,36.2956064718921,127.342205443783,pp마대,8,2023-12-23 18:06:47.649328,,0.2906508227382336
대전광역시 서구 도안동 1850,36.3102554807081,127.353081308563,대형폐기물,4,2023-12-26 18:06:47.649328,,0.9359428352742152
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,pp마대,7,2024-11-19 18:06:47.649328,,0.0911281305945681
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,대형폐기물,6,2024-10-10 18:06:47.650327,,0.430193490216856
대전광역시 서구 관저동 1604-1,36.295950820538,127.343774087149,대형폐기물,7,2024-01-14 18:06:47.650327,,0.0421109337518216
대전광역시 서구 도안동 906,36.3316999700665,127.341795201489,대형폐기물,7,2024-09-17 18:06:47.651327,,0.7617560154705154
대전광역시 서구 관저동 1597,36.2937457921378,127.342458704199,대형폐기물,4,2024-05-24 18:06:47.651327,,0.7821051808728549
대전광역시 서구 관저동 1010,36.3008899464295,127.33613313763,pp마대,6,2023-12-10 18:06:47.651327,,0.1934667334771038
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,pp마대,9,2024-02-10 18:06:47.652328,,0.87605087472702
대전광역시 서구 관저동 1442,36.3010976385779,127.336336321915,대형폐기물,7,2024-06-04 18:06:47.652328,,0.9920015318841666
대전광역시 서구 월평동 186-4,36.3511967553186,127.350969480667,대형폐기물,4,2024-11-24 18:06:47.652328,,0.242258444828486
대전광역시 대덕구 읍내동 454-16,36.3708903770045,127.420652799975,대형폐기물,6,2024-10-14 18:06:47.653328,,0.0798066144242102
대전광역시 서구 도안동 911,36.330961012533,127.341791973715,대형폐기물,10,2024-04-03 18:06:47.653328,,0.2766874949467587
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-29 20:05:44.808601,,0
