address,Latitude,Longitude,type,count,time,image,score
대전광역시 대덕구 상서동 418-4,,,pp마대,10,2024-09-10 18:06:47.550876,,0.48219045413508044
대전광역시 대덕구 상서동 415-1,,,pp마대,6,2024-04-27 18:06:47.551876,,0.027574718101916917
대전광역시 서구 도안동 1369-1,,,대형폐기물,7,2024-02-27 18:06:47.551876,,0.8882478534534982
대전광역시 서구 도안동 1427,,,대형폐기물,10,2024-11-07 18:06:47.551876,,0.6477240760985541
대전광역시 서구 도안동 970,,,대형폐기물,3,2024-08-29 18:06:47.552876,,0.9062075783138825
대전광역시 서구 도안동 888,,,pp마대,2,2024-09-25 18:06:47.552876,,0.04065454788878076
대전광역시 대덕구 상서동 428-1,,,pp마대,6,2024-06-06 18:06:47.553876,,0.8083354490096902
대전광역시 서구 관저동 1987,,,pp마대,4,2023-12-04 18:06:47.553876,,0.0017720133921508285
대전광역시 서구 관저동 1571,,,대형폐기물,2,2024-05-26 18:06:47.553876,,0.6269364166612286
대전광역시 서구 관저동 1566,,,pp마대,3,2023-12-29 18:06:47.554876,,0.9119080363114124
대전광역시 서구 도안동 1369,,,대형폐기물,2,2024-06-24 18:06:47.554876,,0.38507251941689136
대전광역시 대덕구 읍내동 454-16,,,pp마대,8,2024-11-08 18:06:47.555876,,0.9612339098278982
대전광역시 대덕구 상서동 411,,,대형폐기물,8,2024-03-21 18:06:47.555876,,0.7065163806576027
대전광역시 서구 도안동 1508,,,pp마대,10,2023-12-30 18:06:47.556926,,0.24974462503200112
대전광역시 서구 도안동 2195,,,대형폐기물,5,2024-04-18 18:06:47.556926,,0.20850186023880313
