address,Latitude,Longitude,type,count,time,image,score
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636,,0
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,pp마대,2,2024-07-06 18:06:47.760663,,0.3814008699854921
대전광역시 서구 도안동 1765,36.3060858825264,127.351003154842,대형폐기물,10,2024-02-24 18:06:47.762663,,0.4408875514974248
대전광역시 서구 관저동 984-2,36.3086272511094,127.337343030077,pp마대,4,2024-05-06 18:06:47.762663,,0.9141694858331084
대전광역시 서구 관저동 985,36.3092827743861,127.338457858345,대형폐기물,7,2024-10-10 18:06:47.763663,,0.2619422280746147
대전광역시 서구 관저동 1892-25,36.3104047190403,127.339579738419,대형폐기물,4,2024-03-19 18:06:47.763663,,0.6253532167338438
대전광역시 서구 도안동 1412,36.313173729192,127.35043307452,pp마대,9,2024-10-02 18:06:47.764663,,0.7755551646626404
대전광역시 대덕구 상서동 427,36.4209001093861,127.423451055967,pp마대,2,2024-01-27 18:06:47.764663,,0.6143484257639462
대전광역시 서구 관저동 986,36.3090965749902,127.340209400152,pp마대,7,2024-10-28 18:06:47.764663,,0.2300474677870353
대전광역시 서구 도안동 1964,36.308396379714,127.35386113004,pp마대,3,2024-08-04 18:06:47.765663,,0.2058228070418296
대전광역시 서구 관저동 1906,36.309550351069,127.339945144209,pp마대,4,2024-05-14 18:06:47.765663,,0.4524423213917169
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,대형폐기물,10,2024-06-24 18:06:47.766756,,0.5022978851926755
대전광역시 서구 도안동 1549,36.3146691039633,127.349463537068,대형폐기물,6,2024-06-16 18:06:47.766756,,0.4280761642926716
대전광역시 대덕구 상서동 415-1,36.4213463075871,127.424203570367,대형폐기물,2,2024-07-23 18:06:47.766756,,0.0712934944722057
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-29 20:05:47.927261,,0
