address,Latitude,Longitude,type,count,time,image,score
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636,,0
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,pp마대,6,2024-04-07 18:06:47.677422,,0.9819685004291228
대전광역시 대덕구 덕암동 13-7,36.4432732431254,127.427067576862,대형폐기물,1,2024-07-20 18:06:47.678423,,0.9495487559051492
대전광역시 서구 관저동 984,36.3085933652258,127.338841243288,대형폐기물,10,2024-11-26 18:06:47.678423,,0.4371766564940313
대전광역시 서구 도안동 1092,36.3235459172349,127.347483775946,pp마대,8,2024-09-20 18:06:47.679423,,0.5264762697676493
대전광역시 서구 관저동 985,36.3092827743861,127.338457858345,대형폐기물,2,2024-04-25 18:06:47.679423,,0.6656259604214164
대전광역시 서구 도안동 1982,36.307881407222,127.352867515099,pp마대,5,2024-03-23 18:06:47.680423,,0.1023330417246261
대전광역시 서구 도안동 1452,36.3134412691012,127.351391891081,pp마대,8,2024-11-01 18:06:47.680423,,0.1821651712939732
대전광역시 서구 도안동 906,36.3316999700665,127.341795201489,대형폐기물,2,2024-03-23 18:06:47.681423,,0.292227794572207
대전광역시 서구 도안동 876,36.3303639270567,127.339439349385,pp마대,1,2024-03-09 18:06:47.681423,,0.200128193257374
대전광역시 서구 관저동 984-2,36.3086272511094,127.337343030077,pp마대,4,2024-04-28 18:06:47.682423,,0.9523632760172592
대전광역시 대덕구 상서동 416-6,36.4220113637724,127.423391635789,pp마대,6,2024-06-14 18:06:47.682423,,0.6403529924832199
대전광역시 서구 월평동 1513,36.3641063707572,127.368503279087,pp마대,8,2024-01-11 18:06:47.682423,,0.0672108504233059
대전광역시 대덕구 상서동 804,36.4213188752324,127.42464497941,pp마대,6,2024-02-05 18:06:47.683423,,0.8903315079035153
대전광역시 서구 도안동 875,36.3303648122814,127.339127502699,대형폐기물,6,2024-08-31 18:06:47.683423,,0.0084882726172393
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,pp마대,4,2024-09-10 18:06:47.684422,,0.930071445141793
대전광역시 서구 도안동 1427,36.3141108149718,127.350481809299,pp마대,5,2024-07-11 18:06:47.684422,,0.071126247438977
대전광역시 서구 도안동 1663,36.3076778184797,127.351034784906,대형폐기물,1,2024-04-06 18:06:47.684422,,0.1775813852259187
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-29 20:05:45.815479,,0
