address,Latitude,Longitude,type,count,time,image,score
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636,,0
대전광역시 서구 관저동 985,36.3092827743861,127.338457858345,대형폐기물,4,2024-09-07 18:06:47.615460,,0.5088048020130883
대전광역시 서구 관저동 984-2,36.3086272511094,127.337343030077,pp마대,7,2024-11-15 18:06:47.615460,,0.6436092876049174
대전광역시 서구 관저동 984,36.3085933652258,127.338841243288,pp마대,1,2024-01-05 18:06:47.616459,,0.5713013534297516
대전광역시 서구 도안동 891,36.3312326360175,127.341347654494,대형폐기물,7,2024-05-15 18:06:47.616459,,0.1740687235293379
대전광역시 서구 관저동 1892-25,36.3104047190403,127.339579738419,대형폐기물,3,2024-05-23 18:06:47.617460,,0.0168738818808199
대전광역시 대덕구 상서동 415-1,36.4213463075871,127.424203570367,pp마대,3,2024-01-22 18:06:47.617460,,0.8355624932910584
대전광역시 서구 관저동 986,36.3090965749902,127.340209400152,pp마대,8,2024-02-18 18:06:47.617460,,0.2972525453460112
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,대형폐기물,1,2024-07-23 18:06:47.618460,,0.2556151017238199
대전광역시 서구 도안동 1946,36.3082147763182,127.354656973119,대형폐기물,7,2024-02-11 18:06:47.618460,,0.8214243344680842
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,대형폐기물,10,2024-08-17 18:06:47.619459,,0.3724776431785526
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,pp마대,8,2024-06-19 18:06:47.619459,,0.610129423034041
대전광역시 유성구 원신흥동 640,36.3406161013989,127.350396353128,대형폐기물,9,2024-11-11 18:06:47.619459,,0.8928281127840787
대전광역시 대덕구 상서동 415,36.4214310518927,127.424219084448,대형폐기물,2,2024-06-09 18:06:47.620459,,0.8672377921437124
대전광역시 서구 만년동 404,36.3649953325655,127.368868485761,대형폐기물,5,2024-08-26 18:06:47.620965,,0.3381029322117229
대전광역시 유성구 원신흥동 646,36.3397351344023,127.349588070651,대형폐기물,5,2024-04-07 18:06:47.620965,,0.4570893032027578
대전광역시 서구 도안동 1412,36.313173729192,127.35043307452,pp마대,1,2024-01-10 18:06:47.620965,,0.49165189089225
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-29 20:05:43.850237,,0
