address,Latitude,Longitude,type,count,time,image,score
대전광역시 대덕구 상서동 418-4,,,pp마대,6,2024-04-07 18:06:47.677422,,0.9819685004291229
대전광역시 대덕구 덕암동 13-7,,,대형폐기물,1,2024-07-20 18:06:47.678423,,0.9495487559051491
대전광역시 서구 관저동 984,,,대형폐기물,10,2024-11-26 18:06:47.678423,,0.43717665649403137
대전광역시 서구 도안동 1092,,,pp마대,8,2024-09-20 18:06:47.679423,,0.5264762697676493
대전광역시 서구 관저동 985,,,대형폐기물,2,2024-04-25 18:06:47.679423,,0.6656259604214164
대전광역시 서구 도안동 1982,,,pp마대,5,2024-03-23 18:06:47.680423,,0.1023330417246261
대전광역시 서구 도안동 1452,,,pp마대,8,2024-11-01 18:06:47.680423,,0.18216517129397325
대전광역시 서구 도안동 906,,,대형폐기물,2,2024-03-23 18:06:47.681423,,0.29222779457220704
대전광역시 서구 도안동 876,,,pp마대,1,2024-03-09 18:06:47.681423,,0.20012819325737408
대전광역시 서구 관저동 984-2,,,pp마대,4,2024-04-28 18:06:47.682423,,0.9523632760172591
대전광역시 대덕구 상서동 416-6,,,pp마대,6,2024-06-14 18:06:47.682423,,0.6403529924832199
대전광역시 서구 월평동 1513,,,pp마대,8,2024-01-11 18:06:47.682423,,0.06721085042330599
대전광역시 대덕구 상서동 804,,,pp마대,6,2024-02-05 18:06:47.683423,,0.8903315079035153
대전광역시 서구 도안동 875,,,대형폐기물,6,2024-08-31 18:06:47.683423,,0.00848827261723939
대전광역시 대덕구 상서동 428-1,,,pp마대,4,2024-09-10 18:06:47.684422,,0.930071445141793
대전광역시 서구 도안동 1427,,,pp마대,5,2024-07-11 18:06:47.684422,,0.071126247438977
대전광역시 서구 도안동 1663,,,대형폐기물,1,2024-04-06 18:06:47.684422,,0.1775813852259187
