address,Latitude,Longitude,type,count,time
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,pp마대,2,2024-09-23 03:43:12.637491
대전광역시 서구 관저동 1595,36.2930906867541,127.341588530066,대형폐기물,3,2024-09-13 03:43:12.637967
대전광역시 대덕구 상서동 415-1,36.4213463075871,127.424203570367,pp마대,5,2024-07-07 03:43:12.639021
대전광역시 서구 도안동 1930,36.3091698761741,127.353978865051,pp마대,10,2024-08-03 03:43:12.639718
대전광역시 서구 도안동 2104,36.3073535817817,127.352624191962,대형폐기물,9,2024-05-27 03:43:12.640538
대전광역시 서구 관저동 1635,36.2929572270483,127.340480628472,대형폐기물,4,2023-12-13 03:43:12.641469
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,대형폐기물,6,2024-03-31 03:43:12.642060
대전광역시 서구 관저동 1420-1,36.3003026462154,127.341570097626,대형폐기물,4,2024-01-22 03:43:12.642986
대전광역시 대덕구 상서동 804,36.4213188752324,127.42464497941,pp마대,2,2023-12-06 03:43:12.643802
대전광역시 대덕구 상서동 443-9,36.4221106481053,127.419081362318,pp마대,8,2024-03-21 03:43:12.644632
대전광역시 대덕구 신대동 554,36.407014517195,127.417772830953,대형폐기물,5,2024-01-20 03:43:12.645380
대전광역시 대덕구 읍내동 506-51,36.3776917265539,127.41108944511,대형폐기물,3,2024-03-25 03:43:12.646196
대전광역시 서구 만년동 405,36.3699324244346,127.376260974974,대형폐기물,6,2024-07-06 03:43:12.646990
대전광역시 서구 도안동 1493,36.3122198994298,127.350378141865,대형폐기물,9,2024-10-11 03:43:12.647793
대전광역시 서구 도안동 1533,36.3199586832541,127.347668300597,pp마대,10,2024-03-28 03:43:12.648574
대전광역시 서구 도안동 1787,36.3051061319666,127.351978883255,pp마대,1,2024-03-19 03:43:12.649407
대전광역시 서구 가수원동 764-1,36.3048069866174,127.353002078466,대형폐기물,4,2024-09-03 03:43:12.650206
대전광역시 서구 도안동 2285,36.3042093128352,127.349014933922,pp마대,2,2024-02-20 03:43:12.651006
대전광역시 서구 관저동 1451,36.3007285878471,127.340417765304,pp마대,1,2023-12-27 03:43:12.651810
대전광역시 서구 관저동 1415,36.3000235726158,127.341025357863,pp마대,3,2024-04-20 03:43:12.652840
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-27 03:43:12.636277
