address,Latitude,Longitude,type,count,time,image,score
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636,,0
대전광역시 서구 도안동 906,36.3316999700665,127.341795201489,대형폐기물,1,2024-11-11 18:06:47.735622,,0.7622072035996834
대전광역시 서구 도안동 2013,36.3072126661495,127.354047401597,pp마대,1,2024-03-09 18:06:47.736621,,0.8801995220744085
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,대형폐기물,7,2024-05-22 18:06:47.736621,,0.5173145877599042
대전광역시 서구 관저동 984,36.3085933652258,127.338841243288,pp마대,4,2024-05-08 18:06:47.736621,,0.2889122531403929
대전광역시 서구 관저동 985,36.3092827743861,127.338457858345,pp마대,8,2023-12-18 18:06:47.737621,,0.7921261350901724
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,대형폐기물,9,2024-10-16 18:06:47.737621,,0.7957651163380794
대전광역시 서구 관저동 1559-2,36.2960246411303,127.337889032421,대형폐기물,9,2023-12-10 18:06:47.737621,,0.4844538458157478
대전광역시 서구 도안동 2050,36.305696825481,127.353486298571,pp마대,5,2023-12-18 18:06:47.738622,,0.1531351234560298
대전광역시 서구 관저동 984-2,36.3086272511094,127.337343030077,대형폐기물,2,2023-12-15 18:06:47.738622,,0.1590732037695946
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,pp마대,4,2024-03-02 18:06:47.739621,,0.742504860217668
대전광역시 대덕구 읍내동 454-7,36.3708865460947,127.420768223532,pp마대,7,2023-12-25 18:06:47.739621,,0.4247242116462585
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-29 20:05:47.016676,,0
