address,Latitude,Longitude,type,count,time,image,score
대전광역시 대덕구 상서동 418-4,,,대형폐기물,8,2024-03-18 21:35:50.479310,,0.6411768709272183
대전광역시 대덕구 상서동 415-1,,,대형폐기물,7,2024-01-08 21:35:50.480310,,0.9948933032801155
대전광역시 대덕구 상서동 428-1,,,pp마대,7,2024-05-10 21:35:50.480310,,0.593804150803283
대전광역시 대덕구 상서동 804,,,pp마대,3,2024-09-07 21:35:50.481310,,0.9208167937648999
대전광역시 대덕구 상서동 428-3,,,pp마대,3,2024-09-16 21:35:50.481310,,0.8000426996505746
대전광역시 대덕구 상서동 443-9,,,대형폐기물,9,2024-10-09 21:35:50.481310,,0.20867041296347144
대전광역시 대덕구 신대동 554,,,pp마대,1,2024-02-01 21:35:50.482310,,0.5194438638222958
대전광역시 대덕구 읍내동 506-51,,,pp마대,3,2024-04-30 21:35:50.482310,,0.5806273215087956
대전광역시 서구 만년동 405,,,대형폐기물,4,2023-12-20 21:35:50.483311,,0.6584731835754434
대전광역시 서구 월평동 163-27,,,대형폐기물,4,2024-03-29 21:35:50.483311,,0.12818569337554853
대전광역시 유성구 원신흥동 647,,,pp마대,9,2024-08-29 21:35:50.483311,,0.1917577307132935
대전광역시 서구 도안동 1533,,,대형폐기물,6,2024-08-29 21:35:50.484310,,0.20750523111997698
대전광역시 서구 도안동 1493,,,pp마대,1,2023-12-04 21:35:50.484310,,0.8400235232475682
대전광역시 서구 도안동 2104,,,pp마대,1,2024-06-11 21:35:50.484310,,0.6709178814672919
대전광역시 서구 가수원동 764-1,,,pp마대,5,2024-02-15 21:35:50.485351,,0.5314749972888206
대전광역시 서구 도안동 1787,,,대형폐기물,5,2024-01-14 21:35:50.485351,,0.10637771188254463
대전광역시 서구 도안동 2285,,,pp마대,7,2024-02-16 21:35:50.486351,,0.38820901742134184
대전광역시 서구 관저동 1451,,,대형폐기물,2,2023-12-27 21:35:50.486351,,0.8639864930789558
대전광역시 서구 관저동 1420-1,,,대형폐기물,7,2024-10-20 21:35:50.486351,,0.5555331545166772
대전광역시 서구 관저동 1415,,,pp마대,6,2024-03-28 21:35:50.487351,,0.9522249108433138
