address,Latitude,Longitude,type,count,time,image,score
대전광역시 서구 도안동 906,,,대형폐기물,1,2024-11-11 18:06:47.735622,,0.7622072035996834
대전광역시 서구 도안동 2013,,,pp마대,1,2024-03-09 18:06:47.736621,,0.8801995220744085
대전광역시 대덕구 상서동 411,,,대형폐기물,7,2024-05-22 18:06:47.736621,,0.5173145877599042
대전광역시 서구 관저동 984,,,pp마대,4,2024-05-08 18:06:47.736621,,0.2889122531403929
대전광역시 서구 관저동 985,,,pp마대,8,2023-12-18 18:06:47.737621,,0.7921261350901724
대전광역시 대덕구 상서동 418-4,,,대형폐기물,9,2024-10-16 18:06:47.737621,,0.7957651163380794
대전광역시 서구 관저동 1559-2,,,대형폐기물,9,2023-12-10 18:06:47.737621,,0.4844538458157478
대전광역시 서구 도안동 2050,,,pp마대,5,2023-12-18 18:06:47.738622,,0.15313512345602986
대전광역시 서구 관저동 984-2,,,대형폐기물,2,2023-12-15 18:06:47.738622,,0.15907320376959466
대전광역시 대덕구 상서동 428-1,,,pp마대,4,2024-03-02 18:06:47.739621,,0.742504860217668
대전광역시 대덕구 읍내동 454-7,,,pp마대,7,2023-12-25 18:06:47.739621,,0.4247242116462585
