address,Latitude,Longitude,type,count,time,image,score
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636,,0
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,pp마대,10,2024-09-10 18:06:47.550876,,0.4821904541350804
대전광역시 대덕구 상서동 415-1,36.4213463075871,127.424203570367,pp마대,6,2024-04-27 18:06:47.551876,,0.0275747181019169
대전광역시 서구 도안동 1369-1,36.3160898224819,127.345617668779,대형폐기물,7,2024-02-27 18:06:47.551876,,0.8882478534534982
대전광역시 서구 도안동 1427,36.3141108149718,127.350481809299,대형폐기물,10,2024-11-07 18:06:47.551876,,0.6477240760985541
대전광역시 서구 도안동 970,36.3304660340282,127.344696707513,대형폐기물,3,2024-08-29 18:06:47.552876,,0.9062075783138824
대전광역시 서구 도안동 888,36.3316658960759,127.34110451505,pp마대,2,2024-09-25 18:06:47.552876,,0.0406545478887807
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,pp마대,6,2024-06-06 18:06:47.553876,,0.8083354490096902
대전광역시 서구 관저동 1987,36.2941264660544,127.327331369897,pp마대,4,2023-12-04 18:06:47.553876,,0.0017720133921508
대전광역시 서구 관저동 1571,36.2942460810115,127.336796734592,대형폐기물,2,2024-05-26 18:06:47.553876,,0.6269364166612286
대전광역시 서구 관저동 1566,36.2944468857507,127.335571362525,pp마대,3,2023-12-29 18:06:47.554876,,0.9119080363114124
대전광역시 서구 도안동 1369,36.3155447982455,127.347013981412,대형폐기물,2,2024-06-24 18:06:47.554876,,0.3850725194168913
대전광역시 대덕구 읍내동 454-16,36.3708903770045,127.420652799975,pp마대,8,2024-11-08 18:06:47.555876,,0.9612339098278982
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,대형폐기물,8,2024-03-21 18:06:47.555876,,0.7065163806576027
대전광역시 서구 도안동 1508,36.3134899542661,127.350156111926,pp마대,10,2023-12-30 18:06:47.556926,,0.2497446250320011
대전광역시 서구 도안동 2195,36.3107720964148,127.35385404962,대형폐기물,5,2024-04-18 18:06:47.556926,,0.2085018602388031
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-29 20:05:42.412094,,0
