address,Latitude,Longitude,type,count,time
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2000-01-01 03:38:35.642636
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,pp마대,5,2024-11-24 03:42:58.093521
대전광역시 대덕구 상서동 415-1,36.4213463075871,127.424203570367,대형폐기물,3,2024-03-30 03:42:58.094520
대전광역시 서구 도안동 1369-1,36.3160898224819,127.345617668779,pp마대,10,2023-12-24 03:42:58.095521
대전광역시 서구 도안동 1427,36.3141108149718,127.350481809299,대형폐기물,7,2024-01-19 03:42:58.096520
대전광역시 서구 도안동 970,36.3304660340282,127.344696707513,대형폐기물,1,2024-10-10 03:42:58.096520
대전광역시 서구 도안동 888,36.3316658960759,127.34110451505,대형폐기물,4,2024-02-08 03:42:58.097520
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,대형폐기물,10,2024-07-04 03:42:58.097520
대전광역시 서구 관저동 1987,36.2941264660544,127.327331369897,pp마대,10,2024-08-15 03:42:58.097520
대전광역시 서구 관저동 1571,36.2942460810115,127.336796734592,대형폐기물,3,2024-10-05 03:42:58.098519
대전광역시 서구 관저동 1566,36.2944468857507,127.335571362525,대형폐기물,8,2024-04-25 03:42:58.099520
대전광역시 서구 도안동 1369,36.3155447982455,127.347013981412,pp마대,6,2024-03-01 03:42:58.099520
대전광역시 대덕구 읍내동 454-16,36.3708903770045,127.420652799975,대형폐기물,8,2023-12-18 03:42:58.099520
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,pp마대,1,2024-01-14 03:42:58.100520
대전광역시 서구 도안동 1508,36.3134899542661,127.350156111926,pp마대,10,2024-09-21 03:42:58.100520
대전광역시 서구 도안동 2195,36.3107720964148,127.35385404962,pp마대,2,2024-05-22 03:42:58.101520
대전광역시 서구 도안동 1493-2,36.3188847980357,127.347774444734,pp마대,1,2024-10-27 03:42:58.101520
대전광역시 유성구 원신흥동 670,36.3382864924639,127.349495272417,대형폐기물,6,2024-08-19 03:42:58.101520
대전광역시 서구 월평동 111-37,36.3461932883006,127.352210720458,pp마대,2,2024-06-25 03:42:58.102520
대전광역시 서구 만년동 408,36.3651740419809,127.370555407294,pp마대,9,2024-04-21 03:42:58.102520
대전광역시 대덕구 대화동 371-4,36.3748855678287,127.40528857583,pp마대,6,2024-11-06 03:42:58.103520
대전 대덕구 상서당3길 16,36.4216090560865,127.423704564947,대형폐기물,0,2024-11-27 03:42:58.092521
